Unique_ID,Strain,CopyNumber
U2292,STIB-851,273
U2292,AnTat-1-1,215
U2292,AnTat-1-1E,223
U2292,AnTat-25-1S,523
U2292,AnTat-34-1-P10,204
U2292,Feo-AnTat-16-1-bis,386
U2292,GMOM-ZM-83-TRPZ323,505
U2292,GPAL-ZM-80-TRPZ13,283
U2292,GPAL-ZM-83-TRPZ320,567
U2292,GTAC-ET-70-GAMBELA4,106
U2292,Lister-427,365
U2292,Lister-427-AT1-KO,192
U2292,LIZZARD,183
U2292,LOPEZ,305
U2292,MCAP-ZM-83-TRPZ267,146
U2292,MHOM-CI-78-TH1-037,230
U2292,MHOM-ET-67-GAMBELA1,212
U2292,MHOM-ET-69-GAMBELA3,282
U2292,MHOM-KE-81-LVH122,220
U2292,MHOM-KE-82-LVH61R,273
U2292,MHOM-KE-82-LVH61R-bis,604
U2292,MHOM-SD-82-BIYAMINA-bis,429
U2292,MHOM-UG-77-KETRI-2355,434
U2292,MHOM-ZM-82-TRPZ186,174
U2292,MSUS-CI-82-TSW31-BO1,344
U2292,TRPZ26,201
U2292,UTAT-1-1,185
U2292,YAOUNDE,625
U2293,AnTat-12-1S,110
U2293,FEO,160
U2293,FEO-AnTat-16-1,154
U2293,MHOM-ZM-83-TRPZ-349,102
U2293,Rumphi,102
U2293,AnTat-25-1S,196
U2293,Feo-AnTat-16-1-bis,115
U2293,MHOM-CI-78-TH1-037,124
U2293,MHOM-KE-82-LVH61R-bis,119
U2293,YAOUNDE,203
U2294,AnTat-12-1S,217
U2294,GMOM-ZM-83-TRPZ-317,127
U2294,MHOM-SD-82-BIYAMINA,662
U2294,MHOM-ZM-80-TRPZ-23,173
U2294,MHOM-ZM-83-TRPZ-349,224
U2294,STIB-851,302
U2294,AnTat-25-1S,276
U2294,GMOM-ZM-83-TRPZ323,1052
U2294,GPAL-ZM-80-TRPZ13,112
U2294,GPAL-ZM-83-TRPZ320,1300
U2294,Lister-427,537
U2294,LIZZARD,136
U2294,LOPEZ,112
U2294,MBOI-ZM-82-TRPZ260,106
U2294,MHOM-CI-78-TH1-037,102
U2294,MHOM-KE-81-LVH122,197
U2294,MHOM-KE-82-LVH61R,397
U2294,MHOM-KE-82-LVH61R-bis,804
U2294,MHOM-SD-82-BIYAMINA-bis,599
U2294,MHOM-UG-77-KETRI-2355,232
U2294,MHOM-ZM-82-TRPZ186,140
U2294,TRPZ26,132
U2294,UTAT-1-1,102
U2295,AnTat-12-1S,123
U2295,MSUS-CI-78-TSW-157,128
U2295,YAOUNDE,121
U2296,AnTat-12-1S,1063
U2296,FEO,823
U2296,FEO-AnTat-16-1,725
U2296,MHOM-SD-82-BIYAMINA,713
U2296,MHOM-ZM-80-TRPZ-23,557
U2296,MHOM-ZM-83-TRPZ-349,514
U2296,Rumphi,420
U2296,STIB-851,490
U2296,AnTat-1-1,430
U2296,AnTat-1-1E,399
U2296,AnTat-25-1S,973
U2296,AnTat-34-1-P10,393
U2296,Feo-AnTat-16-1-bis,618
U2296,GMOM-ZM-83-TRPZ323,197
U2296,GPAL-ZM-80-TRPZ13,227
U2296,GPAL-ZM-83-TRPZ320,245
U2296,GTAC-ET-70-GAMBELA4,133
U2296,ITM001,264
U2296,Lister-427,312
U2296,Lister-427-AT1-KO,332
U2296,LIZZARD,480
U2296,LOPEZ,425
U2296,MBOI-ZM-82-TRPZ260,210
U2296,MCAP-ZM-83-TRPZ267,203
U2296,MHOM-CI-78-TH1-037,854
U2296,MHOM-ET-67-GAMBELA1,360
U2296,MHOM-ET-69-GAMBELA3,208
U2296,MHOM-KE-81-LVH122,200
U2296,MHOM-KE-82-LVH61R,404
U2296,MHOM-KE-82-LVH61R-bis,795
U2296,MHOM-SD-82-BIYAMINA-bis,548
U2296,MHOM-UG-77-KETRI-2355,458
U2296,MHOM-ZM-82-TRPZ186,253
U2296,MSUS-CI-82-TSW31-BO1,536
U2296,STIB847,226
U2296,STIB882,237
U2296,STIB883,269
U2296,TRPZ26,270
U2296,UTAT-1-1,357
U2296,YAOUNDE,969
U2297,AnTat-12-1S,128
U2297,FEO,156
U2297,FEO-AnTat-16-1,163
U2297,MHOM-SD-82-BIYAMINA,112
U2297,Rumphi,129
U2297,AnTat-25-1S,202
U2297,Feo-AnTat-16-1-bis,127
U2297,MHOM-CI-78-TH1-037,135
U2297,UTAT-1-1,103
U2297,YAOUNDE,231
U2298,AnTat-12-1S,776
U2298,FEO,588
U2298,FEO-AnTat-16-1,587
U2298,MHOM-SD-82-BIYAMINA,621
U2298,MHOM-ZM-80-TRPZ-23,193
U2298,MHOM-ZM-83-TRPZ-349,451
U2298,Rumphi,221
U2298,STIB-851,301
U2298,AnTat-1-1,251
U2298,AnTat-1-1E,203
U2298,AnTat-25-1S,586
U2298,AnTat-34-1-P10,223
U2298,Feo-AnTat-16-1-bis,461
U2298,GMOM-ZM-83-TRPZ323,579
U2298,GPAL-ZM-80-TRPZ13,294
U2298,GPAL-ZM-83-TRPZ320,680
U2298,GTAC-ET-70-GAMBELA4,109
U2298,ITM001,105
U2298,Lister-427,424
U2298,Lister-427-AT1-KO,198
U2298,LIZZARD,201
U2298,LOPEZ,340
U2298,MCAP-ZM-83-TRPZ267,176
U2298,MHOM-CI-78-TH1-037,269
U2298,MHOM-ET-67-GAMBELA1,244
U2298,MHOM-ET-69-GAMBELA3,286
U2298,MHOM-KE-81-LVH122,225
U2298,MHOM-KE-82-LVH61R,320
U2298,MHOM-KE-82-LVH61R-bis,699
U2298,MHOM-SD-82-BIYAMINA-bis,463
U2298,MHOM-UG-77-KETRI-2355,473
U2298,MHOM-ZM-82-TRPZ186,191
U2298,MSUS-CI-82-TSW31-BO1,359
U2298,STIB882,105
U2298,TRPZ26,242
U2298,UTAT-1-1,229
U2298,YAOUNDE,713
U2299,AnTat-12-1S,159
U2299,FEO,125
U2299,FEO-AnTat-16-1,103
U2299,MHOM-ZM-83-TRPZ-349,136
U2299,MSUS-CI-78-TSW-157,150
U2299,Rumphi,117
U2299,YAOUNDE,133
U2300,AnTat-12-1S,211
U2300,GMOM-ZM-83-TRPZ-317,162
U2300,MHOM-SD-82-BIYAMINA,706
U2300,MHOM-ZM-80-TRPZ-23,232
U2300,MHOM-ZM-83-TRPZ-349,242
U2300,STIB-851,302
U2300,AnTat-1-1,105
U2300,AnTat-25-1S,290
U2300,GMOM-ZM-83-TRPZ323,1159
U2300,GPAL-ZM-80-TRPZ13,115
U2300,GPAL-ZM-83-TRPZ320,1419
U2300,Lister-427,597
U2300,LIZZARD,155
U2300,LOPEZ,138
U2300,MBOI-ZM-82-TRPZ260,105
U2300,MHOM-ET-69-GAMBELA3,102
U2300,MHOM-KE-81-LVH122,235
U2300,MHOM-KE-82-LVH61R,494
U2300,MHOM-KE-82-LVH61R-bis,980
U2300,MHOM-SD-82-BIYAMINA-bis,549
U2300,MHOM-UG-77-KETRI-2355,237
U2300,MHOM-ZM-82-TRPZ186,172
U2300,STIB847,111
U2300,TRPZ26,142
U2300,UTAT-1-1,104
U2301,AnTat-12-1S,123
U2301,LIZZARD,127
U2301,MHOM-KE-82-LVH61R-bis,144
U2302,AnTat-12-1S,108
U2302,GMOM-ZM-83-TRPZ-317,209
U2302,MHOM-SD-82-BIYAMINA,186
U2302,GMOM-ZM-83-TRPZ323,386
U2302,GPAL-ZM-83-TRPZ320,505
U2302,Lister-427,353
U2302,MHOM-KE-82-LVH61R,151
U2302,MHOM-KE-82-LVH61R-bis,342
U2302,MHOM-SD-82-BIYAMINA-bis,167
U2302,MHOM-UG-77-KETRI-2355,131
U2303,AnTat-12-1S,348
U2303,GMOM-ZM-83-TRPZ-317,197
U2303,MHOM-SD-82-BIYAMINA,1041
U2303,MHOM-ZM-80-TRPZ-23,306
U2303,MHOM-ZM-83-TRPZ-349,278
U2303,Rumphi,116
U2303,STIB-851,413
U2303,AnTat-1-1,161
U2303,AnTat-1-1E,156
U2303,AnTat-25-1S,372
U2303,AnTat-34-1-P10,131
U2303,GMOM-ZM-83-TRPZ323,1636
U2303,GPAL-ZM-80-TRPZ13,159
U2303,GPAL-ZM-83-TRPZ320,2037
U2303,GTAC-ET-70-GAMBELA4,109
U2303,ITM001,113
U2303,Lister-427,799
U2303,LIZZARD,210
U2303,LOPEZ,152
U2303,MBOI-ZM-82-TRPZ260,154
U2303,MCAP-ZM-83-TRPZ267,140
U2303,MHOM-CI-78-TH1-037,135
U2303,MHOM-ET-69-GAMBELA3,143
U2303,MHOM-KE-81-LVH122,313
U2303,MHOM-KE-82-LVH61R,679
U2303,MHOM-KE-82-LVH61R-bis,1211
U2303,MHOM-SD-82-BIYAMINA-bis,796
U2303,MHOM-UG-77-KETRI-2355,337
U2303,MHOM-ZM-82-TRPZ186,182
U2303,STIB847,137
U2303,TRPZ26,183
U2303,UTAT-1-1,166
U2304,AnTat-12-1S,1344
U2304,FEO,1187
U2304,FEO-AnTat-16-1,985
U2304,MHOM-SD-82-BIYAMINA,962
U2304,MHOM-ZM-80-TRPZ-23,767
U2304,MHOM-ZM-83-TRPZ-349,607
U2304,Rumphi,631
U2304,STIB-851,744
U2304,AnTat-1-1,589
U2304,AnTat-1-1E,563
U2304,AnTat-25-1S,1301
U2304,AnTat-34-1-P10,523
U2304,Etat-1-2R,196
U2304,Feo-AnTat-16-1-bis,751
U2304,GMOM-ZM-83-TRPZ323,263
U2304,GPAL-ZM-80-TRPZ13,297
U2304,GPAL-ZM-83-TRPZ320,363
U2304,GTAC-ET-70-GAMBELA4,147
U2304,ITM001,352
U2304,Lister-427,402
U2304,Lister-427-AT1-KO,403
U2304,LIZZARD,659
U2304,LOPEZ,581
U2304,MBOI-ZM-82-TRPZ260,271
U2304,MCAP-ZM-83-TRPZ267,292
U2304,MHOM-CI-78-TH1-037,1140
U2304,MHOM-ET-67-GAMBELA1,479
U2304,MHOM-ET-69-GAMBELA3,248
U2304,MHOM-KE-81-LVH122,293
U2304,MHOM-KE-82-LVH61R,526
U2304,MHOM-KE-82-LVH61R-bis,1092
U2304,MHOM-SD-82-BIYAMINA-bis,743
U2304,MHOM-UG-77-KETRI-2355,626
U2304,MHOM-ZM-82-TRPZ186,318
U2304,MKOK-BF-90-KK17,104
U2304,MSUS-CI-82-TSW31-BO1,652
U2304,STIB847,298
U2304,STIB882,310
U2304,STIB883,396
U2304,TRPZ26,320
U2304,UTAT-1-1,506
U2304,YAOUNDE,1388
U2305,AnTat-12-1S,1112
U2305,FEO,848
U2305,FEO-AnTat-16-1,709
U2305,MHOM-SD-82-BIYAMINA,832
U2305,MHOM-ZM-80-TRPZ-23,256
U2305,MHOM-ZM-83-TRPZ-349,538
U2305,Rumphi,284
U2305,STIB-851,374
U2305,AnTat-1-1,297
U2305,AnTat-1-1E,327
U2305,AnTat-25-1S,843
U2305,AnTat-34-1-P10,285
U2305,Etat-1-2R,185
U2305,Feo-AnTat-16-1-bis,572
U2305,GMOM-ZM-83-TRPZ323,768
U2305,GPAL-ZM-80-TRPZ13,444
U2305,GPAL-ZM-83-TRPZ320,841
U2305,GTAC-ET-70-GAMBELA4,152
U2305,ITM001,109
U2305,Lister-427,567
U2305,Lister-427-AT1-KO,251
U2305,LIZZARD,252
U2305,LOPEZ,472
U2305,MBOI-ZM-82-TRPZ260,128
U2305,MCAP-ZM-83-TRPZ267,222
U2305,MHOM-CI-78-TH1-037,361
U2305,MHOM-ET-67-GAMBELA1,334
U2305,MHOM-ET-69-GAMBELA3,344
U2305,MHOM-KE-81-LVH122,327
U2305,MHOM-KE-82-LVH61R,452
U2305,MHOM-KE-82-LVH61R-bis,878
U2305,MHOM-SD-82-BIYAMINA-bis,686
U2305,MHOM-UG-77-KETRI-2355,652
U2305,MHOM-ZM-82-TRPZ186,231
U2305,MSUS-CI-82-TSW31-BO1,519
U2305,STIB882,160
U2305,TRPZ26,303
U2305,UTAT-1-1,280
U2305,YAOUNDE,964
U2306,AnTat-12-1S,173
U2306,FEO,232
U2306,FEO-AnTat-16-1,239
U2306,MHOM-SD-82-BIYAMINA,148
U2306,MHOM-ZM-80-TRPZ-23,134
U2306,Rumphi,172
U2306,STIB-851,101
U2306,AnTat-25-1S,258
U2306,Feo-AnTat-16-1-bis,164
U2306,ITM001,117
U2306,Lister-427,128
U2306,MHOM-CI-78-TH1-037,151
U2306,MHOM-KE-82-LVH61R-bis,140
U2306,MHOM-SD-82-BIYAMINA-bis,103
U2306,MHOM-ZM-82-TRPZ186,132
U2306,YAOUNDE,315
U2307,AnTat-12-1S,169
U2307,MHOM-SD-82-BIYAMINA,130
U2307,GMOM-ZM-83-TRPZ323,121
U2307,LIZZARD,143
U2307,MHOM-KE-82-LVH61R-bis,165
U2307,MHOM-SD-82-BIYAMINA-bis,103
U2308,AnTat-12-1S,120
U2308,AnTat-25-1S,129
U2309,AnTat-12-1S,111
U2310,AnTat-12-1S,157
U2310,GMOM-ZM-83-TRPZ-317,225
U2310,MHOM-SD-82-BIYAMINA,271
U2310,MHOM-ZM-80-TRPZ-23,101
U2310,MHOM-ZM-83-TRPZ-349,115
U2310,AnTat-25-1S,106
U2310,GMOM-ZM-83-TRPZ323,515
U2310,GPAL-ZM-80-TRPZ13,114
U2310,GPAL-ZM-83-TRPZ320,795
U2310,Lister-427,468
U2310,MHOM-KE-82-LVH61R,246
U2310,MHOM-KE-82-LVH61R-bis,482
U2310,MHOM-SD-82-BIYAMINA-bis,239
U2310,MHOM-UG-77-KETRI-2355,165
U2311,AnTat-12-1S,973
U2311,FEO,709
U2311,FEO-AnTat-16-1,685
U2311,MHOM-SD-82-BIYAMINA,741
U2311,MHOM-ZM-80-TRPZ-23,194
U2311,MHOM-ZM-83-TRPZ-349,481
U2311,Rumphi,249
U2311,STIB-851,315
U2311,AnTat-1-1,260
U2311,AnTat-1-1E,284
U2311,AnTat-25-1S,697
U2311,AnTat-34-1-P10,258
U2311,Etat-1-2R,353
U2311,Feo-AnTat-16-1-bis,549
U2311,GMOM-ZM-83-TRPZ323,672
U2311,GPAL-ZM-80-TRPZ13,366
U2311,GPAL-ZM-83-TRPZ320,700
U2311,GTAC-ET-70-GAMBELA4,128
U2311,ITM001,125
U2311,Lister-427,453
U2311,Lister-427-AT1-KO,223
U2311,LIZZARD,234
U2311,LOPEZ,410
U2311,MBOI-ZM-82-TRPZ260,108
U2311,MCAP-ZM-83-TRPZ267,185
U2311,MHOM-CI-78-TH1-037,288
U2311,MHOM-ET-67-GAMBELA1,248
U2311,MHOM-ET-69-GAMBELA3,314
U2311,MHOM-KE-81-LVH122,294
U2311,MHOM-KE-82-LVH61R,349
U2311,MHOM-KE-82-LVH61R-bis,750
U2311,MHOM-SD-82-BIYAMINA-bis,515
U2311,MHOM-UG-77-KETRI-2355,537
U2311,MHOM-ZM-82-TRPZ186,186
U2311,MSUS-CI-82-TSW31-BO1,415
U2311,STIB882,127
U2311,TRPZ26,273
U2311,UTAT-1-1,253
U2311,YAOUNDE,780
U2312,AnTat-12-1S,1256
U2312,FEO,922
U2312,FEO-AnTat-16-1,864
U2312,MHOM-SD-82-BIYAMINA,843
U2312,MHOM-ZM-80-TRPZ-23,679
U2312,MHOM-ZM-83-TRPZ-349,516
U2312,Rumphi,516
U2312,STIB-851,650
U2312,AnTat-1-1,508
U2312,AnTat-1-1E,480
U2312,AnTat-25-1S,1037
U2312,AnTat-34-1-P10,449
U2312,Etat-1-2R,405
U2312,Feo-AnTat-16-1-bis,635
U2312,GMOM-ZM-83-TRPZ323,239
U2312,GPAL-ZM-80-TRPZ13,254
U2312,GPAL-ZM-83-TRPZ320,301
U2312,GTAC-ET-70-GAMBELA4,151
U2312,ITM001,300
U2312,Lister-427,349
U2312,Lister-427-AT1-KO,350
U2312,LIZZARD,569
U2312,LOPEZ,462
U2312,MBOI-ZM-82-TRPZ260,224
U2312,MCAP-ZM-83-TRPZ267,212
U2312,MHOM-CI-78-TH1-037,921
U2312,MHOM-ET-67-GAMBELA1,389
U2312,MHOM-ET-69-GAMBELA3,202
U2312,MHOM-KE-81-LVH122,231
U2312,MHOM-KE-82-LVH61R,471
U2312,MHOM-KE-82-LVH61R-bis,866
U2312,MHOM-SD-82-BIYAMINA-bis,635
U2312,MHOM-UG-77-KETRI-2355,463
U2312,MHOM-ZM-82-TRPZ186,279
U2312,MSUS-CI-82-TSW31-BO1,559
U2312,STIB847,221
U2312,STIB882,233
U2312,STIB883,293
U2312,TRPZ26,297
U2312,UTAT-1-1,442
U2312,YAOUNDE,1105
U2313,AnTat-12-1S,135
U2313,GMOM-ZM-83-TRPZ-317,190
U2313,MHOM-SD-82-BIYAMINA,237
U2313,GMOM-ZM-83-TRPZ323,448
U2313,GPAL-ZM-80-TRPZ13,101
U2313,GPAL-ZM-83-TRPZ320,676
U2313,Lister-427,410
U2313,MHOM-KE-82-LVH61R,200
U2313,MHOM-KE-82-LVH61R-bis,387
U2313,MHOM-SD-82-BIYAMINA-bis,206
U2313,MHOM-UG-77-KETRI-2355,155
U2314,AnTat-12-1S,145
U2314,FEO,199
U2314,FEO-AnTat-16-1,197
U2314,MHOM-SD-82-BIYAMINA,111
U2314,Rumphi,137
U2314,AnTat-25-1S,240
U2314,Feo-AnTat-16-1-bis,130
U2314,ITM001,130
U2314,Lister-427,123
U2314,MHOM-CI-78-TH1-037,130
U2314,MHOM-KE-82-LVH61R-bis,128
U2314,YAOUNDE,246
U2315,AnTat-12-1S,139
U2315,GMOM-ZM-83-TRPZ323,129
U2315,LIZZARD,160
U2315,MHOM-KE-82-LVH61R-bis,134
U2316,AnTat-12-1S,170
U2316,FEO,123
U2316,FEO-AnTat-16-1,126
U2316,LIGO,131
U2316,MHOM-ZM-83-TRPZ-349,136
U2316,MSUS-CI-78-TSW-157,145
U2316,Rumphi,146
U2316,YAOUNDE,156
U2317,AnTat-12-1S,287
U2317,GMOM-ZM-83-TRPZ-317,177
U2317,MHOM-SD-82-BIYAMINA,873
U2317,MHOM-ZM-80-TRPZ-23,237
U2317,MHOM-ZM-83-TRPZ-349,266
U2317,Rumphi,106
U2317,STIB-851,358
U2317,AnTat-1-1,133
U2317,AnTat-1-1E,112
U2317,AnTat-25-1S,337
U2317,AnTat-34-1-P10,113
U2317,Etat-1-2R,161
U2317,GMOM-ZM-83-TRPZ323,1294
U2317,GPAL-ZM-80-TRPZ13,150
U2317,GPAL-ZM-83-TRPZ320,1593
U2317,Lister-427,673
U2317,LIZZARD,178
U2317,LOPEZ,142
U2317,MBOI-ZM-82-TRPZ260,108
U2317,MCAP-ZM-83-TRPZ267,122
U2317,MHOM-CI-78-TH1-037,125
U2317,MHOM-ET-69-GAMBELA3,116
U2317,MHOM-KE-81-LVH122,245
U2317,MHOM-KE-82-LVH61R,528
U2317,MHOM-KE-82-LVH61R-bis,1071
U2317,MHOM-SD-82-BIYAMINA-bis,693
U2317,MHOM-UG-77-KETRI-2355,303
U2317,MHOM-ZM-82-TRPZ186,169
U2317,TRPZ26,153
U2317,UTAT-1-1,105
U2318,AnTat-12-1S,1223
U2318,FEO,1091
U2318,FEO-AnTat-16-1,905
U2318,MHOM-SD-82-BIYAMINA,877
U2318,MHOM-ZM-80-TRPZ-23,680
U2318,MHOM-ZM-83-TRPZ-349,545
U2318,Rumphi,566
U2318,STIB-851,642
U2318,AnTat-1-1,559
U2318,AnTat-1-1E,506
U2318,AnTat-25-1S,1244
U2318,AnTat-34-1-P10,496
U2318,Etat-1-2R,124
U2318,Feo-AnTat-16-1-bis,753
U2318,GMOM-ZM-83-TRPZ323,262
U2318,GPAL-ZM-80-TRPZ13,300
U2318,GPAL-ZM-83-TRPZ320,374
U2318,GTAC-ET-70-GAMBELA4,171
U2318,ITM001,357
U2318,Lister-427,404
U2318,Lister-427-AT1-KO,377
U2318,LIZZARD,621
U2318,LOPEZ,592
U2318,MBOI-ZM-82-TRPZ260,294
U2318,MCAP-ZM-83-TRPZ267,275
U2318,MHOM-CI-78-TH1-037,1079
U2318,MHOM-ET-67-GAMBELA1,445
U2318,MHOM-ET-69-GAMBELA3,209
U2318,MHOM-KE-81-LVH122,288
U2318,MHOM-KE-82-LVH61R,529
U2318,MHOM-KE-82-LVH61R-bis,1072
U2318,MHOM-SD-82-BIYAMINA-bis,814
U2318,MHOM-UG-77-KETRI-2355,562
U2318,MHOM-ZM-82-TRPZ186,361
U2318,MKOK-BF-90-KK17,114
U2318,MSUS-CI-82-TSW31-BO1,608
U2318,STIB847,266
U2318,STIB882,277
U2318,STIB883,379
U2318,TRPZ26,378
U2318,UTAT-1-1,466
U2318,YAOUNDE,1369
U2319,AnTat-12-1S,1010
U2319,FEO,828
U2319,FEO-AnTat-16-1,695
U2319,GMOM-ZM-83-TRPZ-317,104
U2319,MHOM-SD-82-BIYAMINA,724
U2319,MHOM-ZM-80-TRPZ-23,234
U2319,MHOM-ZM-83-TRPZ-349,495
U2319,Rumphi,283
U2319,STIB-851,348
U2319,AnTat-1-1,276
U2319,AnTat-1-1E,298
U2319,AnTat-25-1S,756
U2319,AnTat-34-1-P10,311
U2319,Etat-1-2R,113
U2319,Feo-AnTat-16-1-bis,626
U2319,GMOM-ZM-83-TRPZ323,762
U2319,GPAL-ZM-80-TRPZ13,431
U2319,GPAL-ZM-83-TRPZ320,868
U2319,GTAC-ET-70-GAMBELA4,116
U2319,ITM001,120
U2319,Lister-427,512
U2319,Lister-427-AT1-KO,213
U2319,LIZZARD,264
U2319,LOPEZ,467
U2319,MBOI-ZM-82-TRPZ260,111
U2319,MCAP-ZM-83-TRPZ267,229
U2319,MHOM-CI-78-TH1-037,332
U2319,MHOM-ET-67-GAMBELA1,324
U2319,MHOM-ET-69-GAMBELA3,368
U2319,MHOM-KE-81-LVH122,329
U2319,MHOM-KE-82-LVH61R,400
U2319,MHOM-KE-82-LVH61R-bis,885
U2319,MHOM-SD-82-BIYAMINA-bis,652
U2319,MHOM-UG-77-KETRI-2355,637
U2319,MHOM-ZM-82-TRPZ186,250
U2319,MSUS-CI-82-TSW31-BO1,429
U2319,STIB882,142
U2319,STIB883,110
U2319,TRPZ26,279
U2319,UTAT-1-1,289
U2319,YAOUNDE,931
U2320,AnTat-12-1S,158
U2320,MHOM-SD-82-BIYAMINA,119
U2320,GMOM-ZM-83-TRPZ323,109
U2320,LIZZARD,144
U2320,MHOM-KE-82-LVH61R-bis,162
U2321,AnTat-12-1S,165
U2321,FEO,259
U2321,FEO-AnTat-16-1,205
U2321,MHOM-SD-82-BIYAMINA,112
U2321,MHOM-ZM-80-TRPZ-23,101
U2321,MHOM-ZM-83-TRPZ-349,125
U2321,Rumphi,150
U2321,AnTat-25-1S,254
U2321,Feo-AnTat-16-1-bis,174
U2321,ITM001,106
U2321,Lister-427,118
U2321,MHOM-CI-78-TH1-037,151
U2321,MHOM-KE-82-LVH61R-bis,140
U2321,MHOM-SD-82-BIYAMINA-bis,117
U2321,MHOM-ZM-82-TRPZ186,123
U2321,UTAT-1-1,130
U2321,YAOUNDE,321
U2322,AnTat-12-1S,138
U2322,GMOM-ZM-83-TRPZ-317,209
U2322,MHOM-SD-82-BIYAMINA,209
U2322,AnTat-25-1S,117
U2322,GMOM-ZM-83-TRPZ323,537
U2322,GPAL-ZM-80-TRPZ13,138
U2322,GPAL-ZM-83-TRPZ320,720
U2322,Lister-427,457
U2322,MHOM-KE-82-LVH61R,216
U2322,MHOM-KE-82-LVH61R-bis,440
U2322,MHOM-SD-82-BIYAMINA-bis,223
U2322,MHOM-UG-77-KETRI-2355,168
U2323,AnTat-12-1S,277
U2323,GMOM-ZM-83-TRPZ-317,185
U2323,MHOM-SD-82-BIYAMINA,962
U2323,MHOM-ZM-80-TRPZ-23,264
U2323,MHOM-ZM-83-TRPZ-349,278
U2323,Rumphi,129
U2323,STIB-851,393
U2323,AnTat-1-1,152
U2323,AnTat-1-1E,117
U2323,AnTat-25-1S,359
U2323,AnTat-34-1-P10,135
U2323,GMOM-ZM-83-TRPZ323,1472
U2323,GPAL-ZM-80-TRPZ13,166
U2323,GPAL-ZM-83-TRPZ320,1800
U2323,Lister-427,742
U2323,LIZZARD,211
U2323,LOPEZ,159
U2323,MBOI-ZM-82-TRPZ260,146
U2323,MCAP-ZM-83-TRPZ267,165
U2323,MHOM-CI-78-TH1-037,161
U2323,MHOM-KE-81-LVH122,312
U2323,MHOM-KE-82-LVH61R,610
U2323,MHOM-KE-82-LVH61R-bis,1354
U2323,MHOM-SD-82-BIYAMINA-bis,807
U2323,MHOM-UG-77-KETRI-2355,324
U2323,MHOM-ZM-82-TRPZ186,209
U2323,STIB847,120
U2323,TRPZ26,170
U2323,UTAT-1-1,125
U2324,AnTat-12-1S,114
U2324,AnTat-25-1S,135
U2325,AnTat-12-1S,756
U2325,FEO,616
U2325,FEO-AnTat-16-1,564
U2325,MHOM-SD-82-BIYAMINA,595
U2325,MHOM-ZM-80-TRPZ-23,189
U2325,MHOM-ZM-83-TRPZ-349,421
U2325,Rumphi,205
U2325,STIB-851,279
U2325,AnTat-1-1,220
U2325,AnTat-1-1E,254
U2325,AnTat-25-1S,552
U2325,AnTat-34-1-P10,225
U2325,Feo-AnTat-16-1-bis,447
U2325,GMOM-ZM-83-TRPZ323,544
U2325,GPAL-ZM-80-TRPZ13,309
U2325,GPAL-ZM-83-TRPZ320,636
U2325,GTAC-ET-70-GAMBELA4,142
U2325,Lister-427,344
U2325,Lister-427-AT1-KO,191
U2325,LIZZARD,181
U2325,LOPEZ,342
U2325,MCAP-ZM-83-TRPZ267,183
U2325,MHOM-CI-78-TH1-037,292
U2325,MHOM-ET-67-GAMBELA1,261
U2325,MHOM-ET-69-GAMBELA3,252
U2325,MHOM-KE-81-LVH122,230
U2325,MHOM-KE-82-LVH61R,297
U2325,MHOM-KE-82-LVH61R-bis,697
U2325,MHOM-SD-82-BIYAMINA-bis,399
U2325,MHOM-UG-77-KETRI-2355,501
U2325,MHOM-ZM-82-TRPZ186,204
U2325,MSUS-CI-82-TSW31-BO1,365
U2325,STIB882,117
U2325,TRPZ26,202
U2325,UTAT-1-1,237
U2325,YAOUNDE,649
U2326,AnTat-12-1S,996
U2326,FEO,813
U2326,FEO-AnTat-16-1,805
U2326,MHOM-SD-82-BIYAMINA,747
U2326,MHOM-ZM-80-TRPZ-23,571
U2326,MHOM-ZM-83-TRPZ-349,449
U2326,Rumphi,473
U2326,STIB-851,575
U2326,AnTat-1-1,403
U2326,AnTat-1-1E,420
U2326,AnTat-25-1S,947
U2326,AnTat-34-1-P10,375
U2326,Feo-AnTat-16-1-bis,587
U2326,GMOM-ZM-83-TRPZ323,245
U2326,GPAL-ZM-80-TRPZ13,215
U2326,GPAL-ZM-83-TRPZ320,240
U2326,GTAC-ET-70-GAMBELA4,144
U2326,ITM001,246
U2326,Lister-427,279
U2326,Lister-427-AT1-KO,289
U2326,LIZZARD,450
U2326,LOPEZ,478
U2326,MBOI-ZM-82-TRPZ260,243
U2326,MCAP-ZM-83-TRPZ267,195
U2326,MHOM-CI-78-TH1-037,835
U2326,MHOM-ET-67-GAMBELA1,370
U2326,MHOM-ET-69-GAMBELA3,178
U2326,MHOM-KE-81-LVH122,201
U2326,MHOM-KE-82-LVH61R,382
U2326,MHOM-KE-82-LVH61R-bis,796
U2326,MHOM-SD-82-BIYAMINA-bis,580
U2326,MHOM-UG-77-KETRI-2355,431
U2326,MHOM-ZM-82-TRPZ186,251
U2326,MSUS-CI-82-TSW31-BO1,476
U2326,STIB847,233
U2326,STIB882,237
U2326,STIB883,259
U2326,TRPZ26,271
U2326,UTAT-1-1,395
U2326,YAOUNDE,1001
U2327,AnTat-12-1S,232
U2327,GMOM-ZM-83-TRPZ-317,149
U2327,MHOM-SD-82-BIYAMINA,757
U2327,MHOM-ZM-80-TRPZ-23,208
U2327,MHOM-ZM-83-TRPZ-349,234
U2327,STIB-851,318
